Quality_ID,Batch_ID,Product_ID,Inspection_Date,Test_Type,Test_Result,Specification_Limit,Quality_Status,Defect_Type,Rejection_Qty
Q02449,B202602449,P003,2025-06-09,Dissolution,97.83,95.17,Passed,None,0
Q02450,B202502450,P003,2025-04-16,Dissolution,99.78,98.17,Passed,None,0
Q02451,B202602451,P004,2026-01-25,Assay,96.79,95.34,Passed,None,0
Q02452,B202502452,P013,2026-07-14,Assay,97.17,96.49,Passed,None,0
Q02453,B202602453,P003,2025-07-07,Dissolution,95.6,95.65,Failed,Dissolution Failure,767
Q02454,B202502454,P002,2026-07-22,Purity,96.73,96.21,Passed,None,0
Q02455,B202602455,P019,2026-03-11,Potency,100.01,95.99,Passed,None,0
Q02456,B202502456,P005,2026-04-10,Purity,98.43,96.34,Passed,None,0
Q02457,B202602457,P014,2026-02-28,Purity,96.2,95.14,Passed,None,0
Q02458,B202502458,P011,2025-05-22,Potency,96.69,96.85,Failed,Packaging Defect,433
Q02459,B202602459,P005,2026-03-11,Purity,99.32,96.28,Passed,None,0
Q02460,B202502460,P013,2025-03-06,Assay,97.34,96.14,Passed,None,0
Q02461,B202602461,P011,2025-08-23,Potency,93.78,95.81,Failed,High Impurity,265
Q02462,B202502462,P005,2025-08-30,Purity,98.18,98.6,Failed,Contamination,144
Q02463,B202602463,P002,2025-01-31,Purity,99.4,95.26,Passed,None,0
Q02464,B202502464,P010,2026-06-24,Assay,96.37,96.38,Failed,High Impurity,665
Q02465,B202602465,P013,2026-08-21,Assay,100.7,98.77,Passed,None,0
Q02466,B202502466,P010,2025-04-30,Assay,97.28,97.64,Failed,Contamination,533
Q02467,B202602467,P005,2026-05-30,Purity,101.39,98.71,Passed,None,0
Q02468,B202502468,P018,2026-06-16,Purity,98.51,97.61,Passed,None,0
Q02469,B202602469,P003,2025-08-15,Dissolution,100.0,98.91,Passed,None,0
Q02470,B202502470,P005,2026-03-22,Purity,102.2,98.27,Passed,None,0
Q02471,B202602471,P016,2026-08-01,Potency,99.1,98.09,Passed,None,0
Q02472,B202502472,P001,2026-07-23,Assay,94.74,98.29,Failed,High Impurity,291
Q02473,B202602473,P014,2025-08-30,Purity,99.32,96.03,Passed,None,0
Q02474,B202502474,P002,2026-03-20,Purity,99.52,97.73,Passed,None,0
Q02475,B202602475,P019,2026-07-12,Potency,99.16,98.45,Passed,None,0
Q02476,B202502476,P014,2026-07-26,Purity,98.7,97.74,Passed,None,0
Q02477,B202602477,P017,2025-09-14,Assay,97.32,97.48,Failed,Low Potency,933
Q02478,B202502478,P001,2025-05-28,Assay,93.5,98.42,Failed,Packaging Defect,658
Q02479,B202602479,P010,2025-08-10,Assay,93.97,98.26,Failed,Contamination,250
Q02480,B202502480,P012,2026-01-10,Purity,101.16,97.51,Passed,None,0
Q02481,B202602481,P003,2025-06-04,Dissolution,102.87,97.01,Passed,None,0
Q02482,B202502482,P011,2026-06-09,Potency,94.63,95.6,Failed,Low Potency,160
Q02483,B202602483,P013,2026-01-06,Assay,94.53,95.63,Failed,Dissolution Failure,901
Q02484,B202502484,P014,2025-06-09,Purity,98.85,97.85,Passed,None,0
Q02485,B202602485,P009,2026-07-17,Dissolution,100.01,97.57,Passed,None,0
Q02486,B202502486,P017,2025-10-21,Assay,94.44,97.6,Failed,Contamination,939
Q02487,B202602487,P020,2026-07-17,Potency,97.37,96.53,Passed,None,0
Q02488,B202502488,P019,2026-06-07,Potency,100.11,97.76,Passed,None,0
Q02489,B202602489,P004,2025-10-23,Assay,96.3,95.88,Passed,None,0
Q02490,B202502490,P004,2026-06-27,Assay,98.7,95.63,Passed,None,0
Q02491,B202602491,P014,2025-03-21,Purity,97.71,95.2,Passed,None,0
Q02492,B202502492,P013,2025-08-31,Assay,101.97,98.52,Passed,None,0
Q02493,B202602493,P016,2026-07-02,Potency,97.24,97.53,Failed,Low Potency,636
Q02494,B202502494,P006,2026-03-01,Assay,98.51,96.87,Passed,None,0
Q02495,B202602495,P019,2025-12-13,Potency,97.58,96.59,Passed,None,0
Q02496,B202502496,P004,2026-03-08,Assay,97.73,98.34,Failed,Dissolution Failure,651
Q02497,B202602497,P007,2025-03-12,Assay,100.76,98.21,Passed,None,0
Q02498,B202502498,P018,2025-11-25,Purity,97.88,97.05,Passed,None,0
Q02499,B202602499,P011,2025-04-19,Potency,98.56,96.95,Passed,None,0
Q02500,B202502500,P007,2025-03-10,Assay,96.15,97.47,Failed,Low Potency,403
Q02501,B202602501,P004,2026-04-27,Assay,97.94,96.79,Passed,None,0
Q02502,B202502502,P020,2026-04-25,Potency,98.87,98.27,Passed,None,0
Q02503,B202602503,P012,2026-01-24,Purity,100.3,97.85,Passed,None,0
Q02504,B202502504,P012,2025-12-10,Purity,99.09,95.76,Passed,None,0
Q02505,B202602505,P015,2026-08-09,Dissolution,99.58,96.32,Passed,None,0
Q02506,B202502506,P009,2025-05-11,Dissolution,93.39,95.76,Failed,Low Potency,307
Q02507,B202602507,P009,2026-07-15,Dissolution,94.75,95.45,Failed,Low Potency,285
Q02508,B202502508,P005,2026-01-28,Purity,100.08,97.64,Passed,None,0
Q02509,B202602509,P008,2025-10-24,Purity,94.53,95.53,Failed,High Impurity,774
Q02510,B202502510,P006,2026-01-16,Assay,98.33,96.61,Passed,None,0
Q02511,B202602511,P006,2026-07-01,Assay,99.1,97.27,Passed,None,0
Q02512,B202502512,P012,2025-08-30,Purity,97.62,96.34,Passed,None,0
Q02513,B202602513,P001,2026-03-20,Assay,97.73,96.1,Passed,None,0
Q02514,B202502514,P017,2026-04-08,Assay,99.45,98.22,Passed,None,0
Q02515,B202602515,P015,2025-06-02,Dissolution,96.37,97.64,Failed,Contamination,546
Q02516,B202502516,P018,2025-08-15,Purity,103.17,97.23,Passed,None,0
Q02517,B202602517,P004,2025-05-10,Assay,97.25,97.18,Passed,None,0
Q02518,B202502518,P002,2025-01-29,Purity,97.61,95.2,Passed,None,0
Q02519,B202602519,P012,2025-06-18,Purity,99.27,95.83,Passed,None,0
Q02520,B202502520,P018,2026-06-20,Purity,94.27,95.63,Failed,Dissolution Failure,924
Q02521,B202602521,P016,2026-08-02,Potency,98.5,98.76,Failed,High Impurity,484
Q02522,B202502522,P007,2026-01-07,Assay,93.54,96.67,Failed,Low Potency,403
Q02523,B202602523,P017,2025-11-09,Assay,92.92,97.82,Failed,Dissolution Failure,703
Q02524,B202502524,P014,2026-08-17,Purity,99.56,97.64,Passed,None,0
Q02525,B202602525,P003,2025-07-06,Dissolution,99.63,97.65,Passed,None,0
Q02526,B202502526,P012,2025-11-03,Purity,101.11,98.89,Passed,None,0
Q02527,B202602527,P018,2025-05-23,Purity,99.93,97.1,Passed,None,0
Q02528,B202502528,P001,2026-07-09,Assay,100.71,98.18,Passed,None,0
Q02529,B202602529,P011,2025-04-05,Potency,100.12,97.78,Passed,None,0
Q02530,B202502530,P002,2026-06-17,Purity,97.18,95.58,Passed,None,0
Q02531,B202602531,P005,2025-04-14,Purity,100.19,98.84,Passed,None,0
Q02532,B202502532,P009,2025-02-07,Dissolution,92.01,95.47,Failed,Dissolution Failure,447
Q02533,B202602533,P014,2025-03-06,Purity,101.88,98.58,Passed,None,0
Q02534,B202502534,P010,2025-09-11,Assay,95.29,98.2,Failed,Contamination,332
Q02535,B202602535,P020,2026-02-06,Potency,102.72,97.62,Passed,None,0
Q02536,B202502536,P014,2026-05-27,Purity,97.92,96.5,Passed,None,0
Q02537,B202602537,P004,2025-08-01,Assay,98.89,97.36,Passed,None,0
Q02538,B202502538,P016,2026-07-19,Potency,93.22,97.25,Failed,High Impurity,923
Q02539,B202602539,P005,2026-08-08,Purity,96.06,95.85,Passed,None,0
Q02540,B202502540,P018,2025-11-06,Purity,100.23,97.15,Passed,None,0
Q02541,B202602541,P016,2025-07-16,Potency,98.94,98.33,Passed,None,0
Q02542,B202502542,P001,2026-03-11,Assay,96.61,98.09,Failed,Low Potency,626
Q02543,B202602543,P015,2025-01-29,Dissolution,93.85,95.61,Failed,Low Potency,621
Q02544,B202502544,P003,2025-07-26,Dissolution,94.36,96.54,Failed,Dissolution Failure,221
Q02545,B202602545,P017,2025-05-01,Assay,99.72,98.62,Passed,None,0
Q02546,B202502546,P018,2025-11-14,Purity,98.88,98.26,Passed,None,0
Q02547,B202602547,P004,2026-03-08,Assay,99.53,98.9,Passed,None,0
Q02548,B202502548,P017,2026-05-20,Assay,97.04,95.7,Passed,None,0
Q02549,B202602549,P003,2026-03-13,Dissolution,95.79,95.76,Passed,None,0
Q02550,B202502550,P015,2026-07-07,Dissolution,99.81,97.99,Passed,None,0
Q02551,B202602551,P007,2025-11-01,Assay,98.3,95.28,Passed,None,0
Q02552,B202502552,P019,2026-05-23,Potency,100.08,98.7,Passed,None,0
Q02553,B202602553,P010,2026-01-07,Assay,99.42,96.19,Passed,None,0
Q02554,B202502554,P008,2025-05-14,Purity,99.46,96.85,Passed,None,0
Q02555,B202602555,P012,2025-08-01,Purity,102.49,98.84,Passed,None,0
Q02556,B202502556,P014,2025-07-05,Purity,91.45,95.13,Failed,Dissolution Failure,335
Q02557,B202602557,P002,2025-01-11,Purity,98.74,96.44,Passed,None,0
Q02558,B202502558,P002,2026-06-17,Purity,92.67,97.6,Failed,Packaging Defect,682
Q02559,B202602559,P018,2025-04-18,Purity,96.3,97.19,Failed,Dissolution Failure,201
Q02560,B202502560,P011,2026-08-11,Potency,99.11,97.29,Passed,None,0
Q02561,B202602561,P006,2026-01-05,Assay,97.42,97.32,Passed,None,0
Q02562,B202502562,P002,2025-07-08,Purity,94.88,95.17,Failed,High Impurity,954
Q02563,B202602563,P020,2025-08-15,Potency,98.94,97.55,Passed,None,0
Q02564,B202502564,P008,2025-08-12,Purity,96.35,96.32,Passed,None,0
Q02565,B202602565,P003,2025-02-27,Dissolution,95.71,98.04,Failed,High Impurity,563
Q02566,B202502566,P015,2025-05-06,Dissolution,95.62,96.15,Failed,Contamination,328
Q02567,B202602567,P007,2026-08-20,Assay,97.02,95.12,Passed,None,0
Q02568,B202502568,P015,2025-04-21,Dissolution,95.96,96.0,Failed,Contamination,967
Q02569,B202602569,P015,2026-03-20,Dissolution,100.52,97.05,Passed,None,0
Q02570,B202502570,P002,2025-12-15,Purity,100.04,98.79,Passed,None,0
Q02571,B202602571,P004,2025-10-05,Assay,98.61,97.04,Passed,None,0
Q02572,B202502572,P006,2026-07-06,Assay,95.91,95.04,Passed,None,0
Q02573,B202602573,P007,2025-05-25,Assay,100.64,98.02,Passed,None,0
Q02574,B202502574,P002,2026-04-10,Purity,99.88,95.38,Passed,None,0
Q02575,B202602575,P002,2025-06-11,Purity,96.61,96.36,Passed,None,0
Q02576,B202502576,P011,2025-02-04,Potency,97.8,96.86,Passed,None,0
Q02577,B202602577,P018,2025-12-03,Purity,99.08,98.01,Passed,None,0
Q02578,B202502578,P004,2025-07-13,Assay,96.98,95.0,Passed,None,0
Q02579,B202602579,P001,2025-05-03,Assay,98.82,98.5,Passed,None,0
Q02580,B202502580,P003,2025-11-09,Dissolution,97.85,95.84,Passed,None,0
Q02581,B202602581,P016,2025-02-25,Potency,101.1,97.29,Passed,None,0
Q02582,B202502582,P002,2026-02-22,Purity,99.58,97.35,Passed,None,0
Q02583,B202602583,P016,2026-07-13,Potency,100.21,97.99,Passed,None,0
Q02584,B202502584,P017,2025-06-15,Assay,96.61,96.94,Failed,High Impurity,285
Q02585,B202602585,P020,2025-10-21,Potency,98.0,96.31,Passed,None,0
Q02586,B202502586,P018,2026-08-11,Purity,101.88,98.41,Passed,None,0
Q02587,B202602587,P009,2026-08-16,Dissolution,100.2,96.17,Passed,None,0
Q02588,B202502588,P016,2025-05-31,Potency,96.55,96.85,Failed,Low Potency,907
Q02589,B202602589,P012,2025-01-07,Purity,98.94,96.67,Passed,None,0
Q02590,B202502590,P012,2026-07-25,Purity,98.67,97.93,Passed,None,0
Q02591,B202602591,P019,2025-05-14,Potency,99.7,98.7,Passed,None,0
Q02592,B202502592,P014,2026-05-04,Purity,99.47,97.71,Passed,None,0
Q02593,B202602593,P018,2025-11-04,Purity,97.78,96.64,Passed,None,0
Q02594,B202502594,P007,2025-02-28,Assay,100.37,98.16,Passed,None,0
Q02595,B202602595,P019,2026-08-01,Potency,98.13,98.11,Passed,None,0
Q02596,B202502596,P009,2026-08-03,Dissolution,96.31,95.42,Passed,None,0
Q02597,B202602597,P003,2025-05-27,Dissolution,94.74,95.26,Failed,Contamination,617
Q02598,B202502598,P005,2025-10-12,Purity,98.39,96.89,Passed,None,0
Q02599,B202602599,P006,2025-04-28,Assay,97.64,95.68,Passed,None,0
Q02600,B202502600,P015,2025-04-02,Dissolution,101.69,95.65,Passed,None,0
Q02601,B202602601,P002,2025-02-02,Purity,101.65,97.96,Passed,None,0
Q02602,B202502602,P003,2025-01-25,Dissolution,97.15,97.23,Failed,Packaging Defect,149
Q02603,B202602603,P010,2026-07-08,Assay,101.62,97.19,Passed,None,0
Q02604,B202502604,P017,2026-08-10,Assay,99.57,98.89,Passed,None,0
Q02605,B202602605,P010,2026-01-12,Assay,99.14,96.7,Passed,None,0
Q02606,B202502606,P017,2025-10-04,Assay,92.03,95.67,Failed,Packaging Defect,575
Q02607,B202602607,P015,2025-09-18,Dissolution,97.42,97.41,Passed,None,0
Q02608,B202502608,P002,2026-05-06,Purity,94.98,95.69,Failed,High Impurity,298
Q02609,B202602609,P003,2025-12-25,Dissolution,98.92,98.29,Passed,None,0
Q02610,B202502610,P004,2025-10-06,Assay,99.88,95.98,Passed,None,0
Q02611,B202602611,P016,2025-06-01,Potency,96.58,95.07,Passed,None,0
Q02612,B202502612,P004,2025-09-28,Assay,98.5,96.38,Passed,None,0
Q02613,B202602613,P016,2026-02-26,Potency,96.57,96.6,Failed,High Impurity,597
Q02614,B202502614,P014,2026-06-30,Purity,100.58,98.97,Passed,None,0
Q02615,B202602615,P008,2026-08-10,Purity,97.43,96.94,Passed,None,0
Q02616,B202502616,P004,2025-06-29,Assay,102.05,98.18,Passed,None,0
Q02617,B202602617,P009,2026-02-10,Dissolution,101.12,98.1,Passed,None,0
Q02618,B202502618,P004,2025-01-27,Assay,99.64,96.14,Passed,None,0
Q02619,B202602619,P004,2025-11-30,Assay,99.8,97.99,Passed,None,0
Q02620,B202502620,P016,2026-01-13,Potency,95.93,97.04,Failed,Low Potency,121
Q02621,B202602621,P020,2026-03-10,Potency,96.08,96.21,Failed,Low Potency,115
Q02622,B202502622,P003,2026-04-29,Dissolution,99.12,97.43,Passed,None,0
Q02623,B202602623,P019,2025-04-06,Potency,95.66,97.92,Failed,Dissolution Failure,279
Q02624,B202502624,P003,2025-04-15,Dissolution,96.07,96.98,Failed,Low Potency,614
Q02625,B202602625,P006,2025-11-05,Assay,97.37,95.66,Passed,None,0
Q02626,B202502626,P005,2025-06-26,Purity,98.49,96.82,Passed,None,0
Q02627,B202602627,P002,2025-06-14,Purity,100.44,98.22,Passed,None,0
Q02628,B202502628,P006,2025-10-24,Assay,96.11,98.97,Failed,Low Potency,284
Q02629,B202602629,P009,2026-02-19,Dissolution,101.07,98.05,Passed,None,0
Q02630,B202502630,P020,2026-04-13,Potency,98.35,96.16,Passed,None,0
Q02631,B202602631,P008,2025-01-13,Purity,100.85,97.06,Passed,None,0
Q02632,B202502632,P018,2026-02-08,Purity,97.9,98.41,Failed,Low Potency,995
Q02633,B202602633,P018,2026-01-27,Purity,97.53,96.44,Passed,None,0
Q02634,B202502634,P015,2026-06-12,Dissolution,95.75,95.5,Passed,None,0
Q02635,B202602635,P007,2026-03-31,Assay,100.76,97.03,Passed,None,0
Q02636,B202502636,P001,2025-01-08,Assay,99.94,97.23,Passed,None,0
Q02637,B202602637,P016,2025-04-02,Potency,97.05,95.69,Passed,None,0
Q02638,B202502638,P017,2025-11-30,Assay,99.91,97.81,Passed,None,0
Q02639,B202602639,P019,2026-02-24,Potency,102.06,97.74,Passed,None,0
Q02640,B202502640,P020,2026-08-19,Potency,102.61,98.35,Passed,None,0
Q02641,B202602641,P018,2025-03-04,Purity,98.24,97.57,Passed,None,0
Q02642,B202502642,P004,2025-08-29,Assay,97.54,96.76,Passed,None,0
Q02643,B202602643,P010,2026-08-16,Assay,98.55,95.23,Passed,None,0
Q02644,B202502644,P011,2026-03-05,Potency,96.71,95.06,Passed,None,0
Q02645,B202602645,P017,2026-06-16,Assay,95.37,96.43,Failed,Dissolution Failure,610
Q02646,B202502646,P001,2026-06-22,Assay,96.13,96.92,Failed,Low Potency,443
Q02647,B202602647,P007,2026-08-22,Assay,97.68,95.77,Passed,None,0
Q02648,B202502648,P006,2026-02-13,Assay,99.66,96.9,Passed,None,0
Q02649,B202602649,P009,2025-05-19,Dissolution,96.6,97.33,Failed,Low Potency,655
Q02650,B202502650,P002,2026-08-09,Purity,103.53,97.72,Passed,None,0
Q02651,B202602651,P001,2026-04-21,Assay,97.99,97.51,Passed,None,0
Q02652,B202502652,P016,2025-11-12,Potency,95.54,96.9,Failed,Contamination,605
Q02653,B202602653,P005,2025-02-05,Purity,96.73,95.55,Passed,None,0
Q02654,B202502654,P005,2025-11-08,Purity,97.89,97.07,Passed,None,0
Q02655,B202602655,P013,2026-04-30,Assay,98.97,98.38,Passed,None,0
Q02656,B202502656,P009,2026-03-04,Dissolution,96.77,96.49,Passed,None,0
Q02657,B202602657,P016,2025-12-20,Potency,97.71,98.46,Failed,Contamination,211
Q02658,B202502658,P014,2025-08-19,Purity,100.91,98.71,Passed,None,0
Q02659,B202602659,P019,2025-03-08,Potency,95.73,95.18,Passed,None,0
Q02660,B202502660,P005,2025-07-01,Purity,96.97,96.72,Passed,None,0
Q02661,B202602661,P006,2026-05-25,Assay,97.22,97.54,Failed,Dissolution Failure,324
Q02662,B202502662,P004,2025-08-30,Assay,99.64,97.73,Passed,None,0
Q02663,B202602663,P015,2026-03-16,Dissolution,101.22,98.67,Passed,None,0
Q02664,B202502664,P017,2025-04-30,Assay,99.42,95.19,Passed,None,0
Q02665,B202602665,P011,2026-04-29,Potency,100.69,98.2,Passed,None,0
Q02666,B202502666,P005,2025-01-21,Purity,96.93,96.13,Passed,None,0
Q02667,B202602667,P020,2026-04-04,Potency,96.77,96.7,Passed,None,0
Q02668,B202502668,P018,2025-04-09,Purity,96.47,97.73,Failed,Packaging Defect,65
Q02669,B202602669,P020,2025-03-09,Potency,99.6,98.52,Passed,None,0
Q02670,B202502670,P005,2025-07-11,Purity,100.23,98.09,Passed,None,0
Q02671,B202602671,P019,2025-06-14,Potency,97.86,97.31,Passed,None,0
Q02672,B202502672,P015,2026-04-06,Dissolution,96.8,97.37,Failed,Packaging Defect,270
Q02673,B202602673,P019,2025-06-07,Potency,94.36,96.62,Failed,Low Potency,494
Q02674,B202502674,P003,2025-07-20,Dissolution,99.21,98.43,Passed,None,0
Q02675,B202602675,P008,2025-01-03,Purity,101.42,98.87,Passed,None,0
Q02676,B202502676,P005,2026-05-16,Purity,94.67,96.2,Failed,Low Potency,124
Q02677,B202602677,P019,2025-07-22,Potency,92.72,95.86,Failed,Contamination,878
Q02678,B202502678,P005,2026-06-22,Purity,97.98,95.12,Passed,None,0
Q02679,B202602679,P019,2026-02-09,Potency,95.33,96.28,Failed,High Impurity,971
Q02680,B202502680,P005,2026-07-20,Purity,99.19,97.71,Passed,None,0
Q02681,B202602681,P012,2026-02-11,Purity,96.88,95.41,Passed,None,0
Q02682,B202502682,P003,2025-01-19,Dissolution,98.93,98.05,Passed,None,0
Q02683,B202602683,P008,2026-03-02,Purity,96.99,95.93,Passed,None,0
Q02684,B202502684,P015,2025-10-29,Dissolution,94.95,96.65,Failed,Low Potency,293
Q02685,B202602685,P003,2025-12-21,Dissolution,100.34,95.59,Passed,None,0
Q02686,B202502686,P007,2025-07-24,Assay,100.48,98.13,Passed,None,0
Q02687,B202602687,P015,2025-11-13,Dissolution,95.28,97.56,Failed,Low Potency,470
Q02688,B202502688,P005,2025-05-02,Purity,99.88,95.49,Passed,None,0
Q02689,B202602689,P014,2025-03-29,Purity,92.04,95.45,Failed,Dissolution Failure,773
Q02690,B202502690,P009,2025-01-31,Dissolution,98.09,97.27,Passed,None,0
Q02691,B202602691,P016,2026-01-29,Potency,98.87,95.32,Passed,None,0
Q02692,B202502692,P010,2025-12-04,Assay,98.6,96.03,Passed,None,0
Q02693,B202602693,P003,2025-10-12,Dissolution,97.67,98.41,Failed,Low Potency,79
Q02694,B202502694,P005,2025-08-17,Purity,100.69,95.37,Passed,None,0
Q02695,B202602695,P017,2025-08-07,Assay,97.42,95.16,Passed,None,0
Q02696,B202502696,P018,2026-06-03,Purity,97.92,98.35,Failed,Packaging Defect,741
Q02697,B202602697,P020,2025-04-30,Potency,98.11,96.52,Passed,None,0
Q02698,B202502698,P014,2026-02-09,Purity,96.54,97.6,Failed,Packaging Defect,628
Q02699,B202602699,P013,2025-06-07,Assay,96.09,97.4,Failed,Low Potency,738
Q02700,B202502700,P015,2026-06-24,Dissolution,99.1,98.38,Passed,None,0
Q02701,B202602701,P020,2025-08-22,Potency,96.1,95.3,Passed,None,0
Q02702,B202502702,P011,2025-01-26,Potency,102.27,96.67,Passed,None,0
Q02703,B202602703,P012,2025-02-17,Purity,101.5,98.6,Passed,None,0
Q02704,B202502704,P013,2026-06-26,Assay,96.73,96.08,Passed,None,0
Q02705,B202602705,P015,2026-05-21,Dissolution,96.29,95.03,Passed,None,0
Q02706,B202502706,P015,2025-04-12,Dissolution,98.39,95.89,Passed,None,0
Q02707,B202602707,P001,2025-11-25,Assay,93.71,96.25,Failed,Dissolution Failure,407
Q02708,B202502708,P001,2026-03-28,Assay,96.12,95.16,Passed,None,0
Q02709,B202602709,P010,2026-02-25,Assay,99.9,96.96,Passed,None,0
Q02710,B202502710,P008,2025-06-20,Purity,97.61,95.68,Passed,None,0
Q02711,B202602711,P018,2026-06-30,Purity,96.12,96.81,Failed,High Impurity,255
Q02712,B202502712,P008,2025-04-27,Purity,94.96,95.51,Failed,Packaging Defect,108
Q02713,B202602713,P017,2026-08-19,Assay,98.45,98.01,Passed,None,0
Q02714,B202502714,P019,2026-08-19,Potency,91.48,95.72,Failed,High Impurity,609
Q02715,B202602715,P013,2026-04-01,Assay,99.65,97.28,Passed,None,0
Q02716,B202502716,P013,2026-08-11,Assay,101.56,98.08,Passed,None,0
Q02717,B202602717,P008,2026-07-30,Purity,99.88,96.5,Passed,None,0
Q02718,B202502718,P012,2026-03-14,Purity,102.19,98.71,Passed,None,0
Q02719,B202602719,P019,2025-03-30,Potency,98.73,98.71,Passed,None,0
Q02720,B202502720,P012,2025-01-07,Purity,94.49,98.94,Failed,High Impurity,888
Q02721,B202602721,P015,2025-08-15,Dissolution,100.38,96.2,Passed,None,0
Q02722,B202502722,P013,2025-10-20,Assay,99.31,95.68,Passed,None,0
Q02723,B202602723,P014,2025-07-27,Purity,97.75,97.01,Passed,None,0
Q02724,B202502724,P001,2025-01-20,Assay,98.08,95.85,Passed,None,0
Q02725,B202602725,P009,2026-01-19,Dissolution,102.94,98.79,Passed,None,0
Q02726,B202502726,P007,2025-02-19,Assay,94.3,95.1,Failed,Low Potency,442
Q02727,B202602727,P020,2026-01-11,Potency,98.7,96.21,Passed,None,0
Q02728,B202502728,P014,2026-08-09,Purity,97.46,97.76,Failed,Low Potency,551
Q02729,B202602729,P014,2025-04-10,Purity,97.3,96.62,Passed,None,0
Q02730,B202502730,P009,2026-05-12,Dissolution,96.77,97.47,Failed,High Impurity,133
Q02731,B202602731,P007,2026-02-09,Assay,95.45,95.19,Passed,None,0
Q02732,B202502732,P004,2026-04-18,Assay,96.03,98.44,Failed,Packaging Defect,615
Q02733,B202602733,P018,2026-07-14,Purity,97.26,96.81,Passed,None,0
Q02734,B202502734,P015,2025-06-10,Dissolution,95.15,96.46,Failed,Dissolution Failure,847
Q02735,B202602735,P020,2025-09-30,Potency,98.51,96.12,Passed,None,0
Q02736,B202502736,P016,2025-08-27,Potency,96.86,95.4,Passed,None,0
Q02737,B202602737,P018,2025-10-10,Purity,93.54,97.54,Failed,High Impurity,716
Q02738,B202502738,P002,2025-01-27,Purity,93.35,96.87,Failed,Packaging Defect,686
Q02739,B202602739,P002,2025-09-22,Purity,98.21,98.55,Failed,High Impurity,497
Q02740,B202502740,P011,2026-06-21,Potency,99.81,97.71,Passed,None,0
Q02741,B202602741,P013,2026-07-03,Assay,93.23,97.86,Failed,Dissolution Failure,94
Q02742,B202502742,P011,2025-09-03,Potency,97.6,96.12,Passed,None,0
Q02743,B202602743,P007,2025-11-04,Assay,96.29,95.59,Passed,None,0
Q02744,B202502744,P003,2025-07-15,Dissolution,95.13,98.29,Failed,Dissolution Failure,458
Q02745,B202602745,P004,2025-05-24,Assay,94.46,95.69,Failed,Packaging Defect,519
Q02746,B202502746,P011,2025-08-17,Potency,93.06,97.79,Failed,Packaging Defect,894
Q02747,B202602747,P020,2026-08-21,Potency,100.45,97.78,Passed,None,0
Q02748,B202502748,P008,2026-03-12,Purity,99.56,97.17,Passed,None,0
Q02749,B202602749,P017,2025-04-14,Assay,98.47,95.65,Passed,None,0
Q02750,B202502750,P013,2025-11-23,Assay,96.02,95.11,Passed,None,0
Q02751,B202602751,P011,2025-08-15,Potency,97.59,97.38,Passed,None,0
Q02752,B202502752,P001,2026-03-02,Assay,99.85,96.5,Passed,None,0
Q02753,B202602753,P009,2025-12-22,Dissolution,98.04,97.74,Passed,None,0
Q02754,B202502754,P008,2026-03-31,Purity,95.11,95.9,Failed,Low Potency,521
Q02755,B202602755,P003,2025-01-07,Dissolution,95.66,95.01,Passed,None,0
Q02756,B202502756,P012,2025-11-23,Purity,99.23,96.71,Passed,None,0
Q02757,B202602757,P008,2025-07-25,Purity,99.13,97.8,Passed,None,0
Q02758,B202502758,P020,2025-11-03,Potency,99.34,97.65,Passed,None,0
Q02759,B202602759,P006,2025-06-18,Assay,98.43,98.2,Passed,None,0
Q02760,B202502760,P013,2026-06-22,Assay,97.27,95.66,Passed,None,0
Q02761,B202602761,P007,2026-06-21,Assay,98.96,98.46,Passed,None,0
Q02762,B202502762,P006,2025-07-30,Assay,95.73,95.93,Failed,Dissolution Failure,528
Q02763,B202602763,P013,2026-02-05,Assay,101.7,97.07,Passed,None,0
Q02764,B202502764,P015,2026-08-15,Dissolution,96.8,97.75,Failed,Contamination,505
Q02765,B202602765,P018,2025-04-25,Purity,98.64,96.19,Passed,None,0
Q02766,B202502766,P015,2025-11-21,Dissolution,97.67,95.49,Passed,None,0
Q02767,B202602767,P006,2025-12-24,Assay,97.89,98.44,Failed,High Impurity,735
Q02768,B202502768,P018,2025-08-19,Purity,96.67,98.26,Failed,High Impurity,897
Q02769,B202602769,P010,2025-08-04,Assay,99.94,98.54,Passed,None,0
Q02770,B202502770,P010,2025-08-11,Assay,98.5,97.38,Passed,None,0
Q02771,B202602771,P008,2026-01-14,Purity,97.93,95.44,Passed,None,0
Q02772,B202502772,P011,2025-10-31,Potency,98.49,97.31,Passed,None,0
Q02773,B202602773,P007,2025-02-19,Assay,101.0,98.66,Passed,None,0
Q02774,B202502774,P014,2025-12-06,Purity,100.98,97.69,Passed,None,0
Q02775,B202602775,P009,2025-05-05,Dissolution,101.49,97.36,Passed,None,0
Q02776,B202502776,P016,2026-04-13,Potency,96.68,98.56,Failed,Packaging Defect,390
Q02777,B202602777,P019,2026-03-09,Potency,97.74,96.45,Passed,None,0
Q02778,B202502778,P007,2026-05-02,Assay,101.69,96.82,Passed,None,0
Q02779,B202602779,P001,2025-07-12,Assay,99.46,98.5,Passed,None,0
Q02780,B202502780,P002,2026-08-12,Purity,96.75,96.63,Passed,None,0
Q02781,B202602781,P014,2025-11-07,Purity,99.21,97.47,Passed,None,0
Q02782,B202502782,P004,2025-09-17,Assay,101.49,98.83,Passed,None,0
