Sale_ID,Sale_Date,Product_ID,Customer_ID,Batch_ID,Quantity_Sold,Unit_Price,Discount_Percent,Total_Sales,Sales_Region,Sales_Rep
S007559,2026-03-23,P014,H0010,B202604901,462,42,5.0,18433.8,North,Anita
S007560,2026-05-22,P017,H0473,B202503724,123,38,5.0,4440.3,East,Sneha
S007561,2025-07-12,P002,H0156,B202500260,933,85,5.0,75339.75,North,Priya
S007562,2025-07-06,P005,H0178,B202501710,923,95,7.5,81108.62,West,Rahul
S007563,2025-10-03,P018,H0155,B202504398,202,80,5.0,15352.0,North,Arjun
S007564,2026-06-24,P004,H0412,B202502876,365,45,2.5,16014.38,West,Sneha
S007565,2025-09-08,P001,H0126,B202503598,863,35,7.5,27939.62,South,Kiran
S007566,2025-11-16,P017,H0266,B202504842,758,38,0.0,28804.0,West,Neha
S007567,2025-10-05,P005,H0227,B202604747,864,95,7.5,75924.0,South,Rahul
S007568,2026-02-19,P001,H0123,B202600019,40,35,7.5,1295.0,South,Priya
S007569,2026-01-08,P006,H0237,B202504230,312,70,10.0,19656.0,North,Sneha
S007570,2026-05-16,P001,H0346,B202501648,311,35,5.0,10340.75,West,Sneha
S007571,2026-05-17,P003,H0275,B202503242,974,120,5.0,111036.0,West,Priya
S007572,2025-08-31,P007,H0309,B202504310,393,50,7.5,18176.25,South,Neha
S007573,2025-12-06,P003,H0040,B202501422,356,120,5.0,40584.0,South,Sneha
S007574,2026-02-14,P020,H0249,B202602929,518,300,7.5,143745.0,South,Priya
S007575,2026-04-22,P012,H0483,B202500556,528,65,2.5,33462.0,North,Arjun
S007576,2025-08-30,P006,H0274,B202500164,724,70,0.0,50680.0,West,Sneha
S007577,2026-06-23,P012,H0292,B202502590,842,65,2.5,53361.75,South,Sneha
S007578,2026-04-01,P011,H0133,B202503592,955,450,5.0,408262.5,North,Rahul
S007579,2025-11-20,P016,H0062,B202504950,260,110,2.5,27885.0,North,Kiran
S007580,2025-11-30,P019,H0174,B202601583,490,125,5.0,58187.5,South,Arjun
S007581,2026-02-23,P011,H0221,B202602017,492,450,5.0,210330.0,North,Sneha
S007582,2025-11-06,P016,H0311,B202503776,281,110,2.5,30137.25,South,Kiran
S007583,2026-02-09,P017,H0454,B202601245,836,38,2.5,30973.8,South,Kiran
S007584,2026-03-28,P011,H0069,B202600185,520,450,10.0,210600.0,East,Anita
S007585,2025-07-29,P020,H0213,B202504488,862,300,0.0,258600.0,South,Rahul
S007586,2025-12-18,P012,H0352,B202603719,323,65,2.5,20470.12,South,Priya
S007587,2025-10-20,P007,H0449,B202604677,410,50,0.0,20500.0,West,Rahul
S007588,2025-10-29,P001,H0447,B202601837,714,35,5.0,23740.5,West,Vikram
S007589,2025-11-07,P006,H0342,B202602625,75,70,7.5,4856.25,North,Vikram
S007590,2025-11-17,P011,H0083,B202500370,738,450,5.0,315495.0,North,Arjun
S007591,2026-01-31,P006,H0205,B202600629,798,70,2.5,54463.5,South,Anita
S007592,2026-05-16,P010,H0498,B202603035,535,55,7.5,27218.12,East,Priya
S007593,2026-01-03,P003,H0179,B202601965,109,120,5.0,12426.0,East,Arjun
S007594,2025-08-17,P019,H0123,B202601681,312,125,7.5,36075.0,South,Rahul
S007595,2026-04-20,P012,H0364,B202501590,757,65,2.5,47974.88,North,Anita
S007596,2026-06-24,P016,H0341,B202502186,525,110,7.5,53418.75,South,Vikram
S007597,2025-11-05,P001,H0197,B202502478,287,35,2.5,9793.88,North,Neha
S007598,2026-01-09,P017,H0439,B202500978,65,38,7.5,2284.75,South,Arjun
S007599,2025-08-22,P016,H0006,B202500966,213,110,10.0,21087.0,West,Arjun
S007600,2026-03-12,P003,H0497,B202500306,695,120,7.5,77145.0,West,Anita
S007601,2026-02-19,P019,H0167,B202500846,526,125,2.5,64106.25,West,Arjun
S007602,2026-04-06,P006,H0038,B202602083,833,70,5.0,55394.5,West,Sneha
S007603,2026-03-28,P011,H0344,B202502942,653,450,10.0,264465.0,West,Kiran
S007604,2026-05-22,P012,H0021,B202603843,484,65,2.5,30673.5,South,Sneha
S007605,2026-02-04,P011,H0220,B202504462,596,450,5.0,254790.0,South,Vikram
S007606,2025-12-01,P016,H0359,B202601085,808,110,5.0,84436.0,East,Vikram
S007607,2026-04-07,P007,H0008,B202602573,754,50,5.0,35815.0,North,Kiran
S007608,2026-04-19,P002,H0349,B202602117,151,85,7.5,11872.38,East,Rahul
S007609,2026-05-05,P017,H0057,B202500858,959,38,5.0,34619.9,West,Kiran
S007610,2025-08-11,P016,H0461,B202504220,973,110,2.5,104354.25,North,Vikram
S007611,2026-05-29,P012,H0020,B202502094,831,65,5.0,51314.25,South,Vikram
S007612,2026-06-29,P006,H0273,B202604517,568,70,5.0,37772.0,East,Neha
S007613,2025-11-03,P002,H0152,B202604233,760,85,7.5,59755.0,South,Arjun
S007614,2026-05-28,P017,H0274,B202504826,671,38,5.0,24223.1,West,Rahul
S007615,2026-04-27,P012,H0304,B202500810,968,65,0.0,62920.0,North,Rahul
S007616,2025-08-25,P009,H0358,B202601453,110,30,2.5,3217.5,West,Kiran
S007617,2025-12-20,P019,H0066,B202601191,439,125,0.0,54875.0,South,Rahul
S007618,2026-06-02,P005,H0411,B202604121,679,95,5.0,61279.75,West,Vikram
S007619,2026-06-19,P012,H0070,B202503544,451,65,0.0,29315.0,South,Neha
S007620,2026-02-07,P020,H0076,B202602229,11,300,10.0,2970.0,South,Sneha
S007621,2025-12-10,P009,H0137,B202502596,28,30,10.0,756.0,West,Arjun
S007622,2026-06-21,P015,H0226,B202501152,352,90,0.0,31680.0,North,Priya
S007623,2025-12-22,P017,H0443,B202603319,56,38,0.0,2128.0,North,Anita
S007624,2025-10-13,P010,H0064,B202504158,848,55,10.0,41976.0,South,Rahul
S007625,2026-05-20,P007,H0220,B202603293,639,50,0.0,31950.0,South,Rahul
S007626,2026-01-19,P008,H0067,B202601813,907,40,0.0,36280.0,West,Anita
S007627,2026-02-05,P015,H0475,B202603869,622,90,7.5,51781.5,West,Vikram
S007628,2026-05-19,P020,H0487,B202503998,809,300,5.0,230565.0,West,Rahul
S007629,2026-05-01,P003,H0200,B202600743,663,120,2.5,77571.0,East,Priya
S007630,2025-12-25,P014,H0031,B202601503,518,42,5.0,20668.2,West,Vikram
S007631,2025-08-08,P009,H0487,B202500064,212,30,0.0,6360.0,West,Sneha
S007632,2025-09-06,P001,H0344,B202503872,83,35,2.5,2832.38,West,Arjun
S007633,2026-02-22,P014,H0150,B202602225,537,42,2.5,21990.15,West,Arjun
S007634,2026-02-16,P017,H0129,B202603037,699,38,0.0,26562.0,West,Arjun
S007635,2026-04-06,P012,H0026,B202601461,491,65,0.0,31915.0,South,Priya
S007636,2025-12-10,P006,H0104,B202504308,849,70,5.0,56458.5,South,Neha
S007637,2025-10-19,P012,H0184,B202601365,452,65,0.0,29380.0,West,Kiran
S007638,2025-08-17,P013,H0085,B202503638,431,75,10.0,29092.5,North,Vikram
S007639,2025-12-12,P016,H0257,B202601931,75,110,2.5,8043.75,East,Vikram
S007640,2025-12-15,P003,H0118,B202600763,249,120,5.0,28386.0,West,Priya
S007641,2026-06-19,P014,H0443,B202501976,504,42,2.5,20638.8,North,Priya
S007642,2025-09-07,P011,H0053,B202603223,416,450,5.0,177840.0,South,Vikram
S007643,2026-02-28,P011,H0305,B202502306,197,450,0.0,88650.0,North,Vikram
S007644,2026-04-24,P003,H0368,B202601197,866,120,10.0,93528.0,West,Kiran
S007645,2026-01-03,P005,H0104,B202501594,237,95,5.0,21389.25,South,Kiran
S007646,2026-05-03,P006,H0004,B202503316,334,70,7.5,21626.5,North,Neha
S007647,2026-06-26,P018,H0456,B202604523,333,80,0.0,26640.0,West,Arjun
S007648,2025-08-04,P011,H0397,B202601259,768,450,5.0,328320.0,East,Neha
S007649,2025-10-21,P009,H0075,B202603527,771,30,5.0,21973.5,North,Priya
S007650,2025-08-22,P013,H0442,B202602049,368,75,5.0,26220.0,South,Vikram
S007651,2025-07-13,P004,H0217,B202503698,542,45,7.5,22560.75,West,Neha
S007652,2026-05-14,P004,H0145,B202603609,511,45,5.0,21845.25,West,Arjun
S007653,2026-04-18,P012,H0053,B202603981,718,65,2.5,45503.25,South,Anita
S007654,2025-08-08,P007,H0032,B202604927,978,50,2.5,47677.5,East,Priya
S007655,2026-04-06,P001,H0380,B202602579,727,35,0.0,25445.0,West,Sneha
S007656,2025-12-12,P015,H0025,B202602687,291,90,0.0,26190.0,South,Sneha
S007657,2025-10-12,P008,H0067,B202502712,975,40,5.0,37050.0,West,Rahul
S007658,2026-04-18,P001,H0350,B202501240,369,35,5.0,12269.25,West,Vikram
S007659,2026-02-01,P003,H0230,B202502192,679,120,2.5,79443.0,West,Neha
S007660,2025-09-24,P014,H0152,B202504426,90,42,0.0,3780.0,South,Rahul
S007661,2026-02-15,P017,H0051,B202503874,325,38,10.0,11115.0,South,Vikram
S007662,2025-12-30,P010,H0281,B202503008,262,55,7.5,13329.25,West,Arjun
S007663,2025-12-08,P006,H0297,B202601465,895,70,5.0,59517.5,South,Sneha
S007664,2026-02-01,P007,H0170,B202600529,932,50,2.5,45435.0,West,Kiran
S007665,2025-12-15,P017,H0004,B202504412,312,38,7.5,10966.8,North,Arjun
S007666,2026-04-20,P016,H0424,B202503062,325,110,5.0,33962.5,East,Vikram
S007667,2025-07-25,P013,H0080,B202502032,128,75,5.0,9120.0,West,Priya
S007668,2025-09-27,P012,H0346,B202502188,56,65,5.0,3458.0,West,Kiran
S007669,2025-10-10,P003,H0157,B202603889,110,120,2.5,12870.0,South,Neha
S007670,2025-10-11,P002,H0229,B202500568,930,85,0.0,79050.0,West,Rahul
S007671,2025-12-15,P004,H0392,B202504792,257,45,7.5,10697.62,East,Rahul
S007672,2026-02-21,P003,H0365,B202602549,900,120,2.5,105300.0,South,Kiran
S007673,2025-12-11,P010,H0110,B202604549,394,55,0.0,21670.0,North,Priya
S007674,2025-11-29,P013,H0043,B202502492,465,75,0.0,34875.0,West,Rahul
S007675,2026-03-19,P011,H0282,B202503212,157,450,5.0,67117.5,South,Neha
S007676,2026-05-18,P017,H0152,B202603601,484,38,2.5,17932.2,South,Anita
S007677,2026-02-15,P014,H0136,B202602723,527,42,0.0,22134.0,East,Vikram
S007678,2026-05-30,P014,H0177,B202602689,722,42,2.5,29565.9,North,Neha
S007679,2025-10-05,P016,H0037,B202504550,919,110,5.0,96035.5,South,Sneha
S007680,2025-10-29,P018,H0333,B202604131,122,80,0.0,9760.0,East,Sneha
S007681,2026-01-17,P002,H0173,B202604411,106,85,7.5,8334.25,West,Rahul
S007682,2025-07-13,P010,H0349,B202501444,20,55,5.0,1045.0,East,Kiran
S007683,2026-04-13,P002,H0258,B202504654,180,85,7.5,14152.5,South,Neha
S007684,2026-03-03,P009,H0138,B202500722,834,30,5.0,23769.0,North,Vikram
S007685,2026-05-23,P017,H0284,B202503574,394,38,7.5,13849.1,West,Vikram
S007686,2026-06-14,P013,H0372,B202501630,647,75,5.0,46098.75,South,Kiran
S007687,2025-07-09,P020,H0055,B202503444,395,300,2.5,115537.5,West,Priya
S007688,2026-01-28,P004,H0253,B202502490,557,45,5.0,23811.75,South,Priya
S007689,2026-03-20,P019,H0409,B202502408,708,125,7.5,81862.5,North,Sneha
S007690,2025-07-07,P005,H0079,B202504416,834,95,5.0,75268.5,South,Sneha
S007691,2025-09-29,P003,H0318,B202503898,317,120,10.0,34236.0,West,Arjun
S007692,2026-05-01,P004,H0006,B202503164,603,45,5.0,25778.25,West,Anita
S007693,2025-07-17,P012,H0343,B202501054,244,65,5.0,15067.0,South,Sneha
S007694,2025-08-25,P016,H0304,B202604877,761,110,0.0,83710.0,North,Sneha
S007695,2026-06-23,P017,H0231,B202600369,549,38,10.0,18775.8,South,Priya
S007696,2026-01-12,P018,H0424,B202500386,272,80,0.0,21760.0,East,Priya
S007697,2026-02-05,P007,H0225,B202503040,278,50,7.5,12857.5,West,Anita
S007698,2026-06-01,P014,H0498,B202500436,288,42,5.0,11491.2,East,Sneha
S007699,2025-09-03,P006,H0155,B202603851,698,70,5.0,46417.0,North,Rahul
S007700,2026-03-22,P017,H0245,B202601175,688,38,10.0,23529.6,West,Priya
S007701,2026-04-19,P014,H0361,B202503520,853,42,5.0,34034.7,South,Sneha
S007702,2026-02-10,P012,H0479,B202501628,247,65,7.5,14850.88,South,Arjun
S007703,2026-05-03,P007,H0404,B202503560,603,50,7.5,27888.75,North,Sneha
S007704,2026-06-02,P020,H0035,B202504084,902,300,10.0,243540.0,West,Sneha
S007705,2025-09-08,P011,H0146,B202503290,977,450,2.5,428658.75,East,Sneha
S007706,2025-10-23,P003,H0482,B202601267,844,120,7.5,93684.0,West,Sneha
S007707,2026-02-19,P005,H0405,B202504912,358,95,5.0,32309.5,North,Priya
S007708,2026-04-27,P012,H0177,B202604055,807,65,7.5,48520.88,North,Kiran
S007709,2025-11-25,P013,H0161,B202501630,44,75,5.0,3135.0,East,Anita
S007710,2026-04-22,P017,H0083,B202504552,726,38,7.5,25518.9,North,Arjun
S007711,2026-03-30,P015,H0220,B202504856,639,90,7.5,53196.75,South,Rahul
S007712,2025-10-28,P002,H0396,B202502562,28,85,7.5,2201.5,North,Rahul
S007713,2025-12-22,P002,H0265,B202501922,99,85,10.0,7573.5,East,Anita
S007714,2025-07-12,P007,H0468,B202500624,668,50,2.5,32565.0,North,Sneha
S007715,2025-11-05,P014,H0209,B202501788,942,42,7.5,36596.7,North,Neha
S007716,2026-03-28,P012,H0063,B202603607,900,65,7.5,54112.5,East,Sneha
S007717,2025-10-18,P013,H0031,B202600983,46,75,2.5,3363.75,West,Kiran
S007718,2026-06-05,P008,H0352,B202500510,162,40,0.0,6480.0,South,Sneha
S007719,2025-10-08,P016,H0085,B202501866,239,110,5.0,24975.5,North,Priya
S007720,2026-03-04,P014,H0046,B202600821,74,42,7.5,2874.9,South,Neha
S007721,2025-12-16,P001,H0169,B202502268,435,35,2.5,14844.38,North,Sneha
S007722,2025-09-18,P017,H0195,B202502310,98,38,5.0,3537.8,South,Sneha
S007723,2026-05-13,P013,H0154,B202501604,932,75,5.0,66405.0,South,Vikram
S007724,2025-12-27,P009,H0094,B202500742,753,30,0.0,22590.0,East,Rahul
S007725,2026-04-18,P017,H0185,B202604871,818,38,10.0,27975.6,East,Neha
S007726,2026-06-29,P011,H0480,B202503290,896,450,5.0,383040.0,North,Priya
S007727,2026-03-26,P012,H0283,B202502360,104,65,0.0,6760.0,North,Vikram
S007728,2025-11-24,P006,H0056,B202602099,93,70,2.5,6347.25,North,Kiran
S007729,2025-11-07,P014,H0359,B202603279,448,42,0.0,18816.0,East,Neha
S007730,2025-11-22,P014,H0313,B202502476,138,42,0.0,5796.0,East,Anita
S007731,2026-01-10,P004,H0305,B202504792,435,45,0.0,19575.0,North,Vikram
S007732,2025-07-18,P009,H0419,B202504602,862,30,7.5,23920.5,North,Rahul
S007733,2025-12-20,P008,H0037,B202604483,267,40,2.5,10413.0,South,Neha
S007734,2025-09-15,P019,H0392,B202601681,713,125,10.0,80212.5,East,Kiran
S007735,2025-07-15,P017,H0015,B202503004,972,38,2.5,36012.6,South,Priya
S007736,2026-01-14,P006,H0063,B202500046,147,70,0.0,10290.0,East,Arjun
S007737,2026-05-29,P006,H0023,B202500180,838,70,5.0,55727.0,West,Priya
S007738,2025-10-29,P017,H0246,B202604309,682,38,5.0,24620.2,West,Sneha
S007739,2025-10-26,P009,H0361,B202504470,694,30,5.0,19779.0,South,Rahul
S007740,2026-03-14,P001,H0279,B202500588,787,35,2.5,26856.38,East,Priya
S007741,2025-08-04,P020,H0371,B202500498,500,300,10.0,135000.0,North,Arjun
S007742,2025-08-15,P020,H0351,B202503448,743,300,0.0,222900.0,North,Kiran
S007743,2025-10-28,P011,H0015,B202502576,244,450,5.0,104310.0,South,Vikram
S007744,2025-10-04,P013,H0436,B202601079,700,75,5.0,49875.0,North,Neha
S007745,2025-10-18,P013,H0249,B202602213,940,75,7.5,65212.5,South,Kiran
S007746,2025-10-30,P004,H0153,B202502390,295,45,5.0,12611.25,South,Sneha
S007747,2026-04-18,P005,H0112,B202600303,907,95,7.5,79702.62,West,Rahul
S007748,2026-05-25,P013,H0067,B202502226,26,75,0.0,1950.0,West,Kiran
S007749,2025-10-29,P015,H0131,B202604699,511,90,5.0,43690.5,North,Rahul
S007750,2025-08-04,P003,H0105,B202503314,195,120,5.0,22230.0,South,Rahul
S007751,2026-03-02,P012,H0283,B202600391,679,65,2.5,43031.62,North,Priya
S007752,2025-10-25,P006,H0073,B202504182,791,70,7.5,51217.25,South,Arjun
S007753,2025-12-24,P015,H0467,B202502684,453,90,2.5,39750.75,North,Neha
S007754,2025-08-16,P008,H0484,B202503116,885,40,7.5,32745.0,North,Priya
S007755,2025-12-11,P016,H0077,B202602313,25,110,10.0,2475.0,South,Kiran
S007756,2025-12-30,P017,H0321,B202504826,283,38,0.0,10754.0,South,Anita
S007757,2025-09-16,P009,H0116,B202602231,923,30,5.0,26305.5,West,Arjun
S007758,2025-08-24,P013,H0073,B202501006,786,75,10.0,53055.0,South,Priya
S007759,2026-03-13,P016,H0274,B202504806,720,110,5.0,75240.0,West,Sneha
S007760,2025-12-12,P010,H0424,B202604549,77,55,10.0,3811.5,East,Kiran
S007761,2026-02-17,P010,H0107,B202603827,291,55,5.0,15204.75,East,Vikram
S007762,2025-11-20,P008,H0048,B202500026,839,40,0.0,33560.0,North,Priya
S007763,2026-04-09,P018,H0299,B202503034,31,80,5.0,2356.0,West,Vikram
S007764,2026-03-25,P009,H0493,B202503104,498,30,5.0,14193.0,East,Sneha
S007765,2025-11-10,P016,H0139,B202600473,526,110,7.5,53520.5,South,Anita
S007766,2025-07-06,P009,H0086,B202601915,764,30,5.0,21774.0,South,Priya
S007767,2025-08-14,P011,H0077,B202602751,579,450,5.0,247522.5,South,Anita
S007768,2025-07-24,P016,H0297,B202501018,267,110,7.5,27167.25,South,Sneha
S007769,2025-09-06,P007,H0167,B202504712,430,50,5.0,20425.0,West,Kiran
S007770,2026-03-17,P003,H0282,B202501318,48,120,7.5,5328.0,South,Kiran
S007771,2026-03-28,P011,H0416,B202604819,66,450,0.0,29700.0,South,Sneha
S007772,2026-01-03,P007,H0333,B202503268,149,50,0.0,7450.0,East,Rahul
S007773,2026-01-25,P004,H0423,B202503148,782,45,7.5,32550.75,South,Vikram
S007774,2026-05-03,P005,H0492,B202503192,147,95,5.0,13266.75,South,Rahul
S007775,2025-11-02,P018,H0027,B202501518,307,80,0.0,24560.0,West,Kiran
S007776,2025-12-16,P003,H0102,B202503528,609,120,5.0,69426.0,South,Neha
S007777,2026-01-20,P010,H0182,B202603717,493,55,2.5,26437.12,North,Arjun
S007778,2026-02-12,P008,H0125,B202500702,843,40,5.0,32034.0,South,Kiran
S007779,2026-04-29,P018,H0130,B202503496,569,80,5.0,43244.0,West,Rahul
S007780,2026-01-20,P016,H0310,B202500348,327,110,5.0,34171.5,South,Arjun
S007781,2025-10-27,P012,H0058,B202502590,254,65,0.0,16510.0,North,Neha
S007782,2025-10-10,P017,H0418,B202601059,643,38,5.0,23212.3,East,Sneha
S007783,2025-07-17,P002,H0480,B202504062,476,85,5.0,38437.0,North,Kiran
S007784,2026-06-16,P010,H0074,B202603107,526,55,2.5,28206.75,North,Kiran
S007785,2025-08-23,P008,H0236,B202501754,648,40,2.5,25272.0,East,Rahul
S007786,2025-12-29,P007,H0483,B202602187,378,50,0.0,18900.0,North,Priya
S007787,2026-03-14,P012,H0296,B202500024,530,65,7.5,31866.25,West,Vikram
S007788,2026-06-19,P013,H0471,B202602699,64,75,2.5,4680.0,South,Anita
S007789,2026-03-02,P012,H0145,B202500990,77,65,5.0,4754.75,West,Rahul
S007790,2025-11-15,P003,H0110,B202502580,315,120,0.0,37800.0,North,Anita
S007791,2025-10-12,P014,H0124,B202501728,494,42,0.0,20748.0,South,Sneha
S007792,2026-03-17,P016,H0195,B202603639,961,110,5.0,100424.5,South,Arjun
S007793,2025-11-20,P016,H0259,B202504774,616,110,2.5,66066.0,West,Arjun
S007794,2026-04-24,P003,H0168,B202504858,936,120,5.0,106704.0,West,Rahul
S007795,2025-09-11,P002,H0186,B202600329,323,85,5.0,26082.25,North,Vikram
S007796,2025-11-27,P020,H0398,B202501998,422,300,10.0,113940.0,East,Neha
S007797,2026-02-13,P018,H0136,B202502810,861,80,7.5,63714.0,East,Anita
S007798,2025-11-06,P012,H0004,B202504800,747,65,0.0,48555.0,North,Anita
S007799,2025-10-14,P014,H0246,B202500318,679,42,7.5,26379.15,West,Anita
S007800,2025-11-05,P003,H0139,B202603193,914,120,0.0,109680.0,South,Vikram
S007801,2025-10-19,P009,H0294,B202502884,694,30,7.5,19258.5,South,Sneha
S007802,2026-01-28,P006,H0316,B202503986,573,70,10.0,36099.0,North,Vikram
S007803,2025-07-20,P013,H0234,B202601143,542,75,5.0,38617.5,East,Rahul
S007804,2025-11-26,P017,H0494,B202502168,584,38,0.0,22192.0,South,Vikram
S007805,2026-04-02,P012,H0403,B202501342,563,65,7.5,33850.38,West,Anita
S007806,2026-05-29,P019,H0367,B202500908,517,125,7.5,59778.12,South,Kiran
S007807,2025-11-07,P005,H0259,B202604375,894,95,5.0,80683.5,West,Arjun
S007808,2025-10-09,P015,H0269,B202600197,37,90,5.0,3163.5,South,Kiran
S007809,2026-03-07,P018,H0163,B202502040,90,80,10.0,6480.0,West,Vikram
S007810,2025-07-10,P016,H0178,B202500640,480,110,10.0,47520.0,West,Neha
S007811,2026-04-08,P010,H0246,B202503240,327,55,0.0,17985.0,West,Vikram
S007812,2025-08-19,P018,H0230,B202604025,976,80,2.5,76128.0,West,Priya
S007813,2025-12-11,P012,H0059,B202501216,972,65,2.5,61600.5,South,Neha
S007814,2025-10-22,P019,H0122,B202602495,523,125,7.5,60471.88,South,Neha
S007815,2026-04-03,P002,H0219,B202603745,466,85,5.0,37629.5,South,Anita
S007816,2025-09-01,P018,H0446,B202503632,704,80,7.5,52096.0,West,Priya
S007817,2025-09-21,P010,H0398,B202500048,317,55,5.0,16563.25,East,Sneha
S007818,2025-10-21,P003,H0345,B202604799,589,120,7.5,65379.0,South,Vikram
S007819,2025-07-28,P008,H0351,B202500026,778,40,0.0,31120.0,North,Kiran
S007820,2025-12-16,P009,H0198,B202604533,701,30,5.0,19978.5,West,Rahul
S007821,2026-03-09,P007,H0063,B202504196,71,50,2.5,3461.25,East,Anita
S007822,2025-11-11,P016,H0384,B202601783,831,110,2.5,89124.75,North,Kiran
S007823,2025-12-28,P017,H0036,B202600939,680,38,5.0,24548.0,West,Sneha
S007824,2025-08-02,P006,H0001,B202601145,584,70,5.0,38836.0,South,Vikram
S007825,2026-05-23,P012,H0181,B202604507,42,65,5.0,2593.5,West,Priya
S007826,2026-03-07,P016,H0113,B202600163,86,110,10.0,8514.0,North,Rahul
S007827,2026-06-26,P003,H0397,B202503952,192,120,7.5,21312.0,East,Arjun
S007828,2026-02-10,P020,H0221,B202602029,240,300,0.0,72000.0,North,Arjun
S007829,2025-12-21,P002,H0246,B202604847,884,85,5.0,71383.0,West,Arjun
S007830,2026-03-18,P001,H0165,B202603959,174,35,2.5,5937.75,West,Anita
S007831,2026-05-03,P016,H0446,B202503620,781,110,10.0,77319.0,West,Rahul
S007832,2026-06-27,P011,H0433,B202503990,973,450,10.0,394065.0,South,Anita
S007833,2025-10-21,P019,H0353,B202601941,134,125,7.5,15493.75,East,Sneha
S007834,2025-12-18,P009,H0283,B202603497,898,30,2.5,26266.5,North,Arjun
S007835,2026-06-06,P003,H0043,B202503314,248,120,7.5,27528.0,West,Anita
S007836,2025-10-25,P001,H0240,B202503814,443,35,0.0,15505.0,East,Neha
S007837,2025-09-29,P010,H0193,B202603863,156,55,7.5,7936.5,West,Arjun
S007838,2025-10-21,P015,H0203,B202601029,179,90,5.0,15304.5,South,Sneha
S007839,2026-06-29,P007,H0443,B202502954,773,50,2.5,37683.75,North,Rahul
S007840,2025-10-28,P002,H0181,B202501004,473,85,5.0,38194.75,West,Vikram
S007841,2025-08-28,P017,H0049,B202603037,532,38,2.5,19710.6,East,Kiran
S007842,2025-07-23,P013,H0471,B202600413,74,75,5.0,5272.5,South,Neha
S007843,2025-09-09,P015,H0412,B202602047,466,90,0.0,41940.0,West,Sneha
S007844,2025-10-13,P003,H0274,B202603061,336,120,5.0,38304.0,West,Anita
S007845,2025-09-07,P012,H0450,B202601621,255,65,0.0,16575.0,West,Rahul
S007846,2026-01-05,P009,H0087,B202501138,558,30,0.0,16740.0,East,Arjun
S007847,2025-08-10,P003,H0153,B202603889,309,120,10.0,33372.0,South,Sneha
S007848,2026-03-28,P005,H0486,B202604273,597,95,7.5,52461.38,South,Arjun
S007849,2026-03-05,P003,H0423,B202604951,30,120,2.5,3510.0,South,Anita
S007850,2025-10-03,P007,H0111,B202603371,516,50,5.0,24510.0,West,Neha
S007851,2026-06-01,P013,H0195,B202503976,429,75,7.5,29761.88,South,Kiran
S007852,2025-12-09,P018,H0307,B202602113,778,80,0.0,62240.0,South,Kiran
S007853,2025-09-10,P016,H0032,B202500920,508,110,2.5,54483.0,East,Neha
S007854,2026-04-13,P017,H0231,B202500460,893,38,7.5,31388.95,South,Rahul
S007855,2026-06-09,P002,H0050,B202602075,389,85,0.0,33065.0,West,Vikram
S007856,2025-09-26,P017,H0322,B202604783,577,38,5.0,20829.7,South,Rahul
S007857,2026-05-02,P007,H0182,B202600243,742,50,2.5,36172.5,North,Rahul
S007858,2026-05-18,P009,H0081,B202504528,520,30,7.5,14430.0,South,Vikram
S007859,2026-05-01,P016,H0232,B202500896,953,110,7.5,96967.75,West,Sneha
S007860,2026-04-30,P017,H0211,B202604809,85,38,7.5,2987.75,South,Anita
S007861,2026-06-04,P013,H0351,B202504348,583,75,0.0,43725.0,North,Neha
S007862,2026-02-21,P012,H0388,B202603777,381,65,5.0,23526.75,South,Priya
S007863,2026-02-11,P002,H0146,B202601933,452,85,2.5,37459.5,East,Arjun
S007864,2025-12-26,P012,H0406,B202501490,45,65,0.0,2925.0,West,Kiran
S007865,2025-07-11,P007,H0203,B202602349,602,50,2.5,29347.5,South,Rahul
S007866,2025-11-03,P011,H0178,B202601827,237,450,0.0,106650.0,West,Rahul
S007867,2026-04-07,P019,H0315,B202501156,283,125,2.5,34490.62,West,Arjun
S007868,2026-02-24,P005,H0271,B202501626,901,95,10.0,77035.5,South,Kiran
S007869,2026-06-26,P005,H0200,B202501580,766,95,0.0,72770.0,East,Kiran
S007870,2026-05-30,P002,H0385,B202501478,530,85,2.5,43923.75,East,Neha
S007871,2026-05-21,P013,H0263,B202501896,344,75,2.5,25155.0,North,Priya
S007872,2025-11-12,P007,H0386,B202500828,917,50,5.0,43557.5,South,Vikram
S007873,2025-08-09,P005,H0158,B202500240,609,95,5.0,54962.25,North,Arjun
S007874,2025-09-17,P016,H0362,B202601317,918,110,2.5,98455.5,South,Arjun
S007875,2025-11-15,P014,H0377,B202604599,812,42,0.0,34104.0,East,Neha
S007876,2025-11-01,P003,H0053,B202501196,667,120,0.0,80040.0,South,Anita
S007877,2025-08-19,P013,H0474,B202501688,445,75,2.5,32540.62,West,Arjun
S007878,2025-10-08,P009,H0244,B202501704,591,30,5.0,16843.5,West,Neha
S007879,2025-10-25,P002,H0492,B202602341,80,85,2.5,6630.0,South,Anita
S007880,2026-06-03,P009,H0411,B202601247,614,30,2.5,17959.5,West,Vikram
S007881,2025-07-05,P015,H0232,B202502300,768,90,7.5,63936.0,West,Anita
S007882,2025-12-15,P018,H0231,B202602113,993,80,7.5,73482.0,South,Kiran
S007883,2026-01-07,P011,H0061,B202601877,808,450,5.0,345420.0,North,Anita
S007884,2025-08-15,P017,H0370,B202604275,814,38,10.0,27838.8,South,Anita
